Date,Open,High,Low,Close,Adj Close,Volume
2011-08-22,0.401875,0.410625,0.392812,0.399375,0.359839,7532800
2011-08-23,0.397187,0.401875,0.392812,0.397500,0.358150,8995200
2011-08-24,0.399375,0.399375,0.385312,0.390625,0.351955,9436800
2011-08-25,0.395937,0.405312,0.377187,0.384375,0.346324,7017600
2011-08-26,0.378125,0.385625,0.368750,0.371875,0.335062,12739200
2011-08-29,0.373750,0.380312,0.371875,0.379687,0.342100,22272000
2011-08-30,0.375312,0.390625,0.375000,0.385937,0.347731,16329600
2011-08-31,0.389062,0.403125,0.389062,0.401562,0.361810,31302400
2011-09-01,0.429687,0.437500,0.415937,0.436562,0.393345,47180800
2011-09-02,0.431562,0.449687,0.418750,0.443750,0.399821,33654400
2011-09-05,0.443750,0.443750,0.425000,0.441875,0.398132,17324800
2011-09-06,0.433437,0.459062,0.425937,0.459062,0.413617,19475200
2011-09-08,0.456875,0.474375,0.448125,0.455937,0.410802,21238400
2011-09-09,0.455937,0.457500,0.430312,0.450000,0.405453,13401600
2011-09-12,0.437500,0.454687,0.433437,0.454687,0.409676,14668800
2011-09-13,0.455625,0.464375,0.440937,0.445312,0.401229,12812800
2011-09-14,0.452500,0.454062,0.425625,0.437500,0.394190,26988800
2011-09-15,0.445312,0.451562,0.429687,0.437187,0.393908,12057600
2011-09-16,0.434687,0.446250,0.428125,0.431250,0.388559,30208000
2011-09-19,0.428125,0.436562,0.424687,0.432187,0.389403,10259200
2011-09-20,0.431250,0.434062,0.421875,0.421875,0.380112,14361600
2011-09-21,0.423750,0.428125,0.406875,0.409375,0.368849,18006400
2011-09-22,0.389062,0.400000,0.370625,0.380937,0.343226,21353600
2011-09-23,0.379375,0.385937,0.365312,0.378125,0.340693,24832000
2011-09-26,0.387187,0.387500,0.375000,0.380625,0.342945,15862400
2011-09-27,0.389062,0.393750,0.380000,0.390312,0.351673,13081600
2011-09-28,0.390000,0.390625,0.380000,0.384375,0.346324,11888000
2011-09-29,0.383125,0.386562,0.379687,0.379687,0.342100,15552000
2011-09-30,0.377187,0.377187,0.359375,0.366875,0.330556,30537600
2011-10-03,0.364062,0.368437,0.350312,0.350625,0.315915,17628800
2011-10-04,0.346875,0.355625,0.345625,0.349687,0.315070,14841600
2011-10-05,0.355937,0.362812,0.345937,0.357812,0.322391,9440000
2011-10-06,0.365625,0.366875,0.349687,0.362500,0.326615,11027200
2011-10-07,0.362500,0.368437,0.346250,0.350000,0.315352,12972800
2011-10-10,0.353125,0.362500,0.352812,0.362500,0.326615,14236800
2011-10-11,0.359687,0.367187,0.353125,0.364062,0.328022,18096000
2011-10-13,0.360312,0.374375,0.356875,0.374375,0.337314,23372800
2011-10-14,0.371875,0.382500,0.367812,0.382500,0.344635,22451200
2011-10-17,0.381250,0.381875,0.370312,0.373437,0.336469,16764800
2011-10-18,0.381250,0.381875,0.370312,0.373437,0.336469,16764800
2011-10-19,0.381250,0.396562,0.378750,0.389062,0.350547,29472000
2011-10-20,0.387187,0.390625,0.382500,0.389687,0.351110,18412800
2011-10-21,0.389687,0.394375,0.386562,0.389687,0.351110,17545600
2011-10-24,0.391250,0.395625,0.389687,0.391875,0.353082,15728000
2011-10-25,0.391250,0.395625,0.389687,0.391875,0.353082,15728000
2011-10-26,0.391562,0.394062,0.378750,0.388125,0.349703,13856000
2011-10-27,0.392187,0.393750,0.384375,0.393750,0.354771,20105600
2011-10-28,0.407812,0.411875,0.400000,0.404687,0.364625,33849600
2011-10-31,0.405937,0.420312,0.402812,0.418750,0.377296,18134400
2011-11-01,0.401250,0.406250,0.390625,0.400000,0.360402,10627200
2011-11-03,0.404687,0.412187,0.404687,0.410937,0.370257,16342400
2011-11-04,0.410625,0.413750,0.398437,0.405937,0.365752,12521600
2011-11-07,0.410000,0.420312,0.400937,0.414062,0.373072,25388800
2011-11-08,0.411562,0.421875,0.403750,0.407812,0.367441,41993600
2011-11-09,0.401562,0.403437,0.390937,0.393750,0.354771,24028800
2011-11-10,0.394375,0.405625,0.392500,0.396875,0.357587,12032000
2011-11-11,0.393125,0.393125,0.360937,0.370312,0.333653,59331200
2011-11-14,0.371250,0.373437,0.354062,0.355937,0.320701,33068800
2011-11-16,0.355937,0.355937,0.343750,0.345312,0.311128,38700800
2011-11-17,0.347500,0.353750,0.344062,0.346875,0.312536,30876800
2011-11-18,0.350000,0.352812,0.347187,0.348750,0.314226,14988800
2011-11-21,0.348437,0.348437,0.328125,0.328125,0.295643,21123200
2011-11-22,0.331250,0.334375,0.312187,0.312187,0.281282,28665600
2011-11-23,0.311562,0.311875,0.300625,0.307500,0.277059,21459200
2011-11-24,0.309687,0.318125,0.309687,0.312500,0.281564,16640000
2011-11-25,0.312500,0.316875,0.309375,0.311562,0.280719,11852800
2011-11-28,0.318437,0.323750,0.317187,0.321875,0.290011,14694400
2011-11-29,0.322812,0.322812,0.316562,0.321875,0.290011,7648000
2011-11-30,0.322812,0.342187,0.322812,0.340625,0.306905,69084800
2011-12-01,0.362500,0.372500,0.353750,0.368437,0.331964,85206400
2011-12-02,0.371875,0.376875,0.352500,0.359062,0.323517,38108800
2011-12-05,0.362500,0.367812,0.348750,0.350000,0.315352,25545600
2011-12-06,0.349375,0.350937,0.340625,0.340625,0.306905,18652800
2011-12-07,0.340625,0.343437,0.334687,0.335937,0.302681,12473600
2011-12-08,0.339687,0.341250,0.323750,0.325000,0.292827,9801600
2011-12-09,0.332812,0.333125,0.325937,0.329687,0.297050,8486400
2011-12-12,0.329687,0.329687,0.323437,0.327500,0.295079,7168000
2011-12-13,0.327500,0.327500,0.319687,0.325000,0.292827,9788800
2011-12-14,0.320625,0.321562,0.310937,0.310937,0.280156,23859200
2011-12-15,0.314062,0.319687,0.311250,0.315625,0.284380,21033600
2011-12-16,0.315625,0.328125,0.315312,0.328125,0.295643,11062400
2011-12-19,0.329687,0.331875,0.315312,0.317187,0.285787,24944000
2011-12-20,0.318437,0.324687,0.313750,0.324687,0.292545,19270400
2011-12-21,0.321250,0.321250,0.306250,0.306250,0.275933,19456000
2011-12-22,0.311250,0.311250,0.282187,0.282812,0.254815,54809600
2011-12-23,0.285937,0.293750,0.278750,0.290625,0.261855,33446400
2011-12-26,0.291250,0.296562,0.290312,0.294062,0.264952,9132800
2011-12-27,0.295312,0.296562,0.287812,0.289375,0.260729,8624000
2011-12-28,0.289375,0.290312,0.280937,0.289375,0.260729,18080000
2011-12-29,0.290625,0.298125,0.283750,0.298125,0.268612,14483200
2012-01-02,0.296562,0.296562,0.290625,0.290625,0.261855,8681600
2012-01-03,0.293750,0.295312,0.288750,0.288750,0.260165,23385600
2012-01-04,0.289687,0.289687,0.283125,0.285937,0.257631,19008000
2012-01-05,0.286250,0.286250,0.282812,0.283437,0.255378,7024000
2012-01-06,0.283750,0.291250,0.279687,0.291250,0.262418,19286400
2012-01-09,0.290937,0.290937,0.283437,0.288437,0.259883,13600000
2012-01-10,0.288437,0.293125,0.284375,0.284375,0.256223,16451200
2012-01-11,0.287187,0.289687,0.284375,0.289062,0.260447,17715200
2012-01-12,0.290312,0.292187,0.289062,0.292187,0.263262,31676800
2012-01-13,0.291875,0.295625,0.285937,0.295625,0.266360,18918400
2012-01-16,0.295625,0.295625,0.295625,0.295625,0.266360,0
2012-01-17,0.300000,0.301250,0.297500,0.300937,0.271146,18377600
2012-01-18,0.300937,0.301875,0.297500,0.300000,0.270302,37635200
2012-01-19,0.300000,0.303125,0.296875,0.302187,0.272272,14505600
2012-01-20,0.300312,0.304375,0.300000,0.304062,0.273962,23443200
2012-01-23,0.304687,0.305625,0.302187,0.304687,0.274525,12291200
2012-01-24,0.304375,0.304375,0.300000,0.300000,0.270302,9894400
2012-01-26,0.301875,0.315625,0.301875,0.315625,0.284380,54336000
2012-01-27,0.315937,0.327500,0.315937,0.323125,0.291137,31241600
2012-01-30,0.317812,0.319375,0.309687,0.312500,0.281564,28723200
2012-01-31,0.315000,0.317500,0.311562,0.313125,0.282127,22112000
2012-02-01,0.317500,0.325000,0.316250,0.321875,0.290011,27702400
2012-02-02,0.325625,0.331250,0.324687,0.328125,0.295643,21132800
2012-02-03,0.330625,0.340625,0.302500,0.318125,0.286632,157360000
2012-02-06,0.319375,0.319375,0.302812,0.304687,0.274525,71731200
2012-02-07,0.304687,0.311250,0.303437,0.310312,0.279593,35881600
2012-02-08,0.310937,0.314062,0.308125,0.308437,0.277903,21302400
2012-02-09,0.309375,0.310312,0.303125,0.309375,0.278749,49136000
2012-02-10,0.305937,0.316250,0.298437,0.312187,0.281282,35107200
2012-02-13,0.312187,0.312187,0.312187,0.312187,0.281282,0
2012-02-14,0.310625,0.314375,0.308125,0.309062,0.278467,27043200
2012-02-15,0.309375,0.321562,0.309375,0.318750,0.287196,33289600
2012-02-16,0.317812,0.320312,0.314375,0.314375,0.283254,23712000
2012-02-17,0.318750,0.320312,0.315000,0.318750,0.287196,29011200
2012-02-23,0.329687,0.349687,0.325937,0.348437,0.313944,65260800
2012-02-24,0.350000,0.376875,0.350000,0.365625,0.329430,103833600
2012-02-27,0.362500,0.369375,0.350000,0.367187,0.330838,29632000
2012-02-28,0.367187,0.367812,0.359687,0.366562,0.330274,17347200
2012-02-29,0.365625,0.371250,0.362500,0.370312,0.333653,16230400
2012-03-01,0.368750,0.372500,0.365625,0.367812,0.331401,12025600
2012-03-02,0.371875,0.379687,0.369062,0.374062,0.337032,19840000
2012-03-05,0.371875,0.375312,0.360625,0.368750,0.332246,12972800
2012-03-06,0.362187,0.365312,0.347500,0.364062,0.328022,14441600
2012-03-07,0.360312,0.375000,0.360312,0.374375,0.337314,30908800
2012-03-08,0.382812,0.399687,0.382812,0.393750,0.354771,66435200
2012-03-09,0.393750,0.401875,0.384062,0.385000,0.346887,39292800
2012-03-12,0.385000,0.386562,0.375312,0.376562,0.339285,23289600
2012-03-13,0.381250,0.386250,0.376562,0.376562,0.339285,28003200
2012-03-14,0.378437,0.380625,0.363437,0.371875,0.335062,26771200
2012-03-15,0.367187,0.375000,0.362812,0.364062,0.328022,8822400
2012-03-16,0.364062,0.372812,0.359375,0.359375,0.323799,13360000
2012-03-19,0.359375,0.359375,0.359375,0.359375,0.323799,0
2012-03-20,0.358125,0.364375,0.352187,0.362500,0.326615,9465600
2012-03-21,0.362500,0.364062,0.359687,0.361875,0.326051,14988800
2012-03-22,0.362500,0.364062,0.359687,0.361875,0.326051,14988800
2012-03-23,0.355937,0.374687,0.349062,0.373125,0.336188,84035200
2012-03-26,0.374687,0.383750,0.374375,0.381562,0.343790,22764800
2012-03-27,0.381875,0.391562,0.371250,0.371875,0.335062,26310400
2012-03-28,0.372500,0.374687,0.358750,0.365000,0.328867,22403200
2012-03-29,0.364687,0.365000,0.352500,0.363125,0.327178,26220800
2012-03-30,0.366250,0.378125,0.360312,0.373750,0.336751,17472000
2012-04-02,0.378750,0.393750,0.371875,0.385625,0.347450,25296000
2012-04-03,0.384375,0.390625,0.375625,0.387500,0.349140,16483200
2012-04-04,0.378750,0.392812,0.378750,0.385937,0.347731,8291200
2012-04-05,0.384375,0.390000,0.375625,0.375625,0.338440,10339200
2012-04-09,0.375937,0.375937,0.362187,0.364375,0.328304,16080000
2012-04-10,0.370625,0.370625,0.355000,0.368437,0.331964,10787200
2012-04-11,0.374687,0.374687,0.359375,0.362187,0.326333,11110400
2012-04-12,0.364062,0.380312,0.364062,0.379687,0.342100,9366400
2012-04-13,0.379375,0.389375,0.372187,0.383437,0.345479,6892800
2012-04-16,0.389687,0.390625,0.383125,0.390625,0.351955,18240000
2012-04-17,0.392187,0.398437,0.388125,0.393750,0.354771,14134400
2012-04-18,0.392187,0.392187,0.376875,0.391250,0.352518,16425600
2012-04-19,0.392187,0.400312,0.381250,0.385000,0.346887,18163200
2012-04-20,0.385312,0.389062,0.369375,0.372812,0.335906,13030400
2012-04-23,0.370312,0.370312,0.355000,0.359375,0.323799,18889600
2012-04-24,0.359375,0.362500,0.355312,0.355625,0.320420,11289600
2012-04-25,0.358125,0.366250,0.344062,0.356250,0.320983,15574400
2012-04-26,0.356250,0.356250,0.340937,0.343750,0.309721,16992000
2012-04-27,0.344687,0.354687,0.341875,0.354687,0.319575,13136000
2012-04-30,0.354375,0.360625,0.350000,0.355625,0.320420,9526400
2012-05-02,0.354375,0.360625,0.350000,0.355625,0.320839,9526400
2012-05-03,0.365312,0.379687,0.365000,0.377187,0.340292,17270400
2012-05-04,0.378437,0.390625,0.372187,0.380937,0.343675,22092800
2012-05-07,0.372187,0.392812,0.372187,0.390625,0.352415,14400000
2012-05-08,0.381562,0.387187,0.375937,0.384375,0.346777,5190400
2012-05-09,0.380625,0.390000,0.374062,0.389062,0.351005,11856000
2012-05-10,0.390312,0.390625,0.383437,0.385937,0.348186,4649600
2012-05-11,0.387812,0.387812,0.370625,0.375937,0.339164,10736000
2012-05-14,0.371875,0.371875,0.353750,0.356250,0.321403,17526400
2012-05-15,0.353125,0.353125,0.313125,0.320312,0.288980,46156800
2012-05-16,0.320312,0.320312,0.320312,0.320312,0.288980,0
2012-05-17,0.310000,0.317500,0.301875,0.301875,0.272346,8816000
2012-05-18,0.306250,0.308125,0.277500,0.280937,0.253457,42316800
2012-05-21,0.280937,0.280937,0.280937,0.280937,0.253457,0
2012-05-22,0.287500,0.295312,0.282187,0.282812,0.255148,29104000
2012-05-23,0.281250,0.286250,0.268750,0.285937,0.257967,18492800
2012-05-24,0.288125,0.288437,0.267500,0.271875,0.245281,15273600
2012-05-25,0.269375,0.289375,0.269375,0.286875,0.258814,21379200
2012-05-28,0.286875,0.303125,0.286875,0.302500,0.272910,20969600
2012-05-29,0.298437,0.308437,0.294062,0.301562,0.272064,10134400
2012-05-30,0.295000,0.300937,0.288750,0.295000,0.266144,9635200
2012-05-31,0.290625,0.299687,0.284062,0.291562,0.263042,18284800
2012-06-01,0.285625,0.289062,0.278125,0.281250,0.253739,8982400
2012-06-04,0.282812,0.288437,0.280000,0.280000,0.252611,11305600
2012-06-05,0.284375,0.285937,0.275625,0.278125,0.250920,17353600
2012-06-06,0.279062,0.288125,0.279062,0.284375,0.256558,9081600
2012-06-08,0.282812,0.288437,0.281562,0.285625,0.257686,6953600
2012-06-11,0.289062,0.294687,0.286875,0.294687,0.265862,20924800
2012-06-12,0.294375,0.307187,0.294062,0.307187,0.277139,7952000
2012-06-13,0.306875,0.319375,0.302500,0.306875,0.276857,8326400
2012-06-14,0.304687,0.312187,0.304687,0.309375,0.279113,5008000
2012-06-15,0.312812,0.314062,0.303750,0.314062,0.283341,7680000
2012-06-18,0.314062,0.314062,0.314062,0.314062,0.283341,0
2012-06-19,0.315625,0.319375,0.310937,0.319375,0.288135,7388800
2012-06-20,0.319687,0.320312,0.306562,0.312187,0.281650,8905600
2012-06-21,0.309062,0.310000,0.300312,0.300625,0.271219,3158400
2012-06-22,0.308750,0.315625,0.298437,0.300625,0.271219,11283200
2012-06-25,0.299687,0.304687,0.290625,0.298437,0.269245,10892800
2012-06-26,0.301875,0.304687,0.287500,0.287500,0.259378,14576000
2012-06-27,0.290625,0.296875,0.278125,0.278125,0.250920,9315200
2012-06-28,0.279687,0.282187,0.272812,0.278125,0.250920,13526400
2012-06-29,0.286250,0.295312,0.284375,0.293750,0.265016,11283200
2012-07-02,0.295312,0.296562,0.289062,0.292812,0.264170,5820800
2012-07-03,0.289375,0.303437,0.285937,0.301562,0.272064,10896000
2012-07-04,0.300000,0.304687,0.296250,0.303125,0.273474,3459200
2012-07-05,0.300312,0.304375,0.295000,0.298437,0.269245,6262400
2012-07-06,0.293750,0.301875,0.292187,0.300000,0.270655,6886400
2012-07-10,0.299375,0.303437,0.292187,0.293750,0.265016,3865600
2012-07-11,0.292812,0.293750,0.278437,0.283750,0.255994,5974400
2012-07-12,0.281250,0.288437,0.276875,0.288125,0.259941,4390400
2012-07-13,0.287812,0.295000,0.287500,0.294062,0.265298,4592000
2012-07-16,0.294062,0.294062,0.294062,0.294062,0.265298,0
2012-07-17,0.285937,0.289375,0.281562,0.286250,0.258250,9539200
2012-07-18,0.286250,0.293125,0.285625,0.292187,0.263606,3968000
2012-07-19,0.292500,0.306250,0.290625,0.304062,0.274320,39366400
2012-07-20,0.302812,0.306250,0.298437,0.304375,0.274602,5481600
2012-07-23,0.296875,0.302812,0.290000,0.301562,0.272064,6700800
2012-07-24,0.298125,0.298437,0.285312,0.288750,0.260505,6281600
2012-07-25,0.289687,0.292187,0.279687,0.287500,0.259378,6953600
2012-07-26,0.290937,0.302812,0.285937,0.301250,0.271783,8313600
2012-07-27,0.301562,0.314687,0.297812,0.310937,0.280522,11664000
2012-07-30,0.312187,0.320312,0.309062,0.315312,0.284469,5849600
2012-07-31,0.315312,0.324375,0.313437,0.320312,0.288980,7120000
2012-08-01,0.320000,0.333437,0.312812,0.328750,0.296593,12812800
2012-08-02,0.328125,0.328125,0.323125,0.326875,0.294901,9699200
2012-08-03,0.322187,0.333750,0.322187,0.332500,0.299976,7708800
2012-08-06,0.331562,0.350000,0.328750,0.348437,0.314354,22915200
2012-08-07,0.347500,0.357812,0.337500,0.338437,0.305332,17241600
2012-08-08,0.338437,0.338437,0.338437,0.338437,0.305332,0
2012-08-09,0.332187,0.338125,0.322812,0.336875,0.303923,12496000
2012-08-10,0.332187,0.338125,0.322812,0.336875,0.303923,12496000
2012-08-13,0.335937,0.335937,0.325000,0.328125,0.296029,4460800
2012-08-14,0.337812,0.349687,0.338125,0.348750,0.314636,31401600
2012-08-15,0.345000,0.345312,0.341250,0.343437,0.309843,6086400
2012-08-16,0.344062,0.348437,0.335937,0.342187,0.308715,25180800
2012-08-17,0.341562,0.346562,0.340000,0.346562,0.312662,11276800
2012-08-20,0.343437,0.347500,0.336250,0.343750,0.310125,6179200
2012-08-21,0.342500,0.345937,0.336875,0.338125,0.305051,7708800
2012-08-22,0.338125,0.345312,0.334687,0.336562,0.303641,9340800
2012-08-23,0.338125,0.343125,0.333125,0.336875,0.303923,6444800
2012-08-24,0.336875,0.350000,0.336875,0.346875,0.312945,18054400
2012-08-27,0.346875,0.364375,0.346875,0.360937,0.325631,21833600
2012-08-28,0.362187,0.367187,0.360937,0.365625,0.329861,6329600
2012-08-29,0.365625,0.366875,0.340625,0.348437,0.314354,15302400
2012-08-30,0.348750,0.348750,0.337812,0.342187,0.308715,7040000
2012-08-31,0.347500,0.354687,0.339375,0.353125,0.318583,16860800
2012-09-03,0.353125,0.355000,0.339375,0.353125,0.318583,16380800
2012-09-04,0.353125,0.361250,0.349687,0.360000,0.324786,9766400
2012-09-05,0.359375,0.370625,0.339375,0.362812,0.327323,10384000
2012-09-06,0.360937,0.386562,0.360937,0.383125,0.345649,26899200
2012-09-10,0.384062,0.392187,0.378750,0.390625,0.352415,26252800
2012-09-11,0.392187,0.402812,0.387500,0.395312,0.356644,10102400
2012-09-12,0.399687,0.404687,0.387500,0.401250,0.362001,29753600
2012-09-13,0.401250,0.412187,0.395625,0.411875,0.371587,27443200
2012-09-14,0.405937,0.414062,0.395625,0.401875,0.362565,13910400
2012-09-17,0.403125,0.412500,0.392500,0.411250,0.371023,7385600
2012-09-18,0.403750,0.404687,0.400000,0.400312,0.361155,20681600
2012-09-19,0.406250,0.406250,0.396562,0.404062,0.364538,7356800
2012-09-20,0.403125,0.412187,0.396562,0.406250,0.366512,23564800
2012-09-21,0.407812,0.413750,0.402500,0.407812,0.367921,9584000
2012-09-24,0.403750,0.410937,0.400312,0.406250,0.366512,8220800
2012-09-25,0.410937,0.411875,0.402812,0.410000,0.369895,7929600
2012-09-26,0.410625,0.410625,0.379062,0.398437,0.359463,24364800
2012-09-27,0.398437,0.398750,0.381875,0.393125,0.354671,9004800
2012-09-28,0.399062,0.399062,0.375937,0.382500,0.345085,16444800
2012-10-01,0.379375,0.390000,0.376562,0.381250,0.343957,8963200
2012-10-02,0.378750,0.382187,0.365625,0.375312,0.338600,19731200
2012-10-03,0.375000,0.375000,0.365937,0.369062,0.332961,11369600
2012-10-04,0.372500,0.393750,0.370625,0.390625,0.352415,19280000
2012-10-05,0.390625,0.405937,0.387812,0.401562,0.362282,14057600
2012-10-08,0.398750,0.400312,0.389062,0.391250,0.352979,11225600
2012-10-09,0.388125,0.398125,0.382187,0.382500,0.345085,11385600
2012-10-10,0.385000,0.406250,0.384687,0.406250,0.366512,16076800
2012-10-11,0.403125,0.406250,0.394375,0.402500,0.363129,9017600
2012-10-15,0.404687,0.410000,0.402812,0.406250,0.366512,8156800
2012-10-16,0.405000,0.406562,0.397812,0.402187,0.362846,7315200
2012-10-17,0.400312,0.400312,0.391562,0.395000,0.356362,12739200
2012-10-18,0.392187,0.395000,0.388125,0.390625,0.352415,4384000
2012-10-19,0.387812,0.390625,0.375937,0.381250,0.343957,9811200
2012-10-22,0.381250,0.394062,0.374375,0.387812,0.349877,9753600
2012-10-23,0.383125,0.383437,0.375312,0.380000,0.342829,9318400
2012-10-24,0.381250,0.382500,0.375937,0.378750,0.341702,9596800
2012-10-25,0.377187,0.378437,0.361875,0.370937,0.334653,10582400
2012-10-26,0.371250,0.371250,0.355312,0.356562,0.321684,8041600
2012-10-29,0.364687,0.364687,0.355625,0.356562,0.321684,5856000
2012-10-30,0.358125,0.362187,0.347500,0.353125,0.318583,9984000
2012-10-31,0.348437,0.358437,0.343750,0.353437,0.318865,11513600
2012-11-01,0.352500,0.362812,0.347187,0.359375,0.324222,15830400
2012-11-05,0.363750,0.369062,0.359375,0.365625,0.329861,11232000
2012-11-06,0.368750,0.368750,0.357812,0.367812,0.331834,17110400
2012-11-07,0.367812,0.367812,0.355625,0.356562,0.321684,16502400
2012-11-08,0.356562,0.362500,0.350937,0.356250,0.321403,12992000
2012-11-09,0.353125,0.354687,0.347187,0.349687,0.315482,8051200
2012-11-12,0.347187,0.350000,0.334375,0.339062,0.305896,13888000
2012-11-13,0.331250,0.340000,0.322187,0.334375,0.301667,24406400
2012-11-14,0.334062,0.340000,0.331250,0.333750,0.301104,13004800
2012-11-16,0.336250,0.338125,0.329687,0.330625,0.298284,7910400
2012-11-19,0.332187,0.335312,0.325937,0.328125,0.296029,6416000
2012-11-21,0.328125,0.339375,0.325312,0.328437,0.296310,13235200
