data;precipitacao_total;pressao_atmosferica_media;temperatura_ponto_orvalho_media;temperatura_media;umidade_ar_media;velocidade_vento_media;
2003-03-12;1;1008.566667;23.045833;26.104167;83.625;1.7625;
2003-03-13;30.2;1008.833333;23.025;24.916667;89.666667;1.195833;
2003-03-14;5;1008.854167;23.233333;24.9;90.625;1.158333;
2003-03-15;40.4;1009.9125;22.4;25.620833;83.208333;1.85;
2003-03-16;1.8;1010.383333;22.7875;26.15;82.333333;1.033333;
2003-03-17;0;1009.75;22.616667;25.291667;85.375;1.279167;
2003-03-18;1.6;1008.95;23.05;26.045833;84.458333;1.120833;
2003-03-19;21.4;1010.320833;23.216667;26.020833;85.416667;1.316667;
2003-03-20;0;1010.691667;23.216667;25.741667;86.958333;1.108333;
2003-03-21;23;1009.379167;23.358333;26.4;84.208333;1.075;
2003-03-22;0;1009.170833;23.079167;25.033333;89.333333;1.216667;
2003-03-23;61;1009.520833;22.3125;25.295833;84.458333;1.029167;
2003-03-24;0;1009.166667;22.941667;26.7875;80.666667;1.329167;
2003-03-25;0;1008.791667;23.395833;25.945833;86.666667;1.033333;
2003-03-26;12;1008.8375;23.35;25.395833;89;1.033333;
2003-03-27;33.2;1009.016667;23.829167;25.654167;90.166667;1.183333;
2003-03-28;36.8;1010.125;23.683333;25.745833;88.916667;1.029167;
2003-03-29;26.2;1009.291667;23.929167;25.383333;91.958333;.779167;
2003-03-30;32.4;1008.533333;24.025;25.145833;93.541667;.745833;
2003-03-31;18.2;1008.095833;23.766667;25.595833;90.208333;.829167;
2003-04-01;13.6;1009.316667;23.7;25.916667;88.083333;1.070833;
2003-04-02;20.8;1009.983333;23.716667;25.641667;89.708333;.758333;
2003-04-03;.6;1009.083333;23.6125;25.5;89.75;1.05;
2003-04-04;6.4;1008.329167;23.891667;25.816667;89.666667;.979167;
2003-04-05;47;1009.195833;24.283333;25.608333;92.708333;.5375;
2003-04-06;29.4;1009.4625;23.875;26.479167;86.333333;1.541667;
2003-04-07;1.6;1008.45;22.529167;26.520833;79.916667;1.691667;
2003-04-08;0;1007.725;22.6625;26.8375;79.166667;1.520833;
2003-04-09;0;1008.945833;23.358333;25.679167;87.375;1.15;
2003-04-10;6.6;1009.316667;23.4875;25.55;89.208333;.791667;
2003-04-11;5;1009;23.341667;26.658333;83.125;1.075;
2003-04-12;0;1010.0625;23.5875;26.2625;86.083333;1.029167;
2003-04-13;9;1011.291667;24.066667;26.570833;86.916667;1.291667;
2003-04-14;5.8;1011.245833;23.6625;25.933333;88.25;.8875;
2003-04-15;45.2;1010.495833;23.733333;26.075;87.541667;.883333;
2003-04-16;.2;1010.129167;23.275;25.7875;86.625;1.1375;
2003-04-17;3;1009.645833;23.370833;25.570833;88.375;.766667;
2003-04-18;15;1009.329167;23.541667;26.0125;87.041667;.891667;
2003-04-19;5.4;1009.429167;23.579167;25.25;90.625;.716667;
2003-04-20;25;1007.9;23.725;26.6125;85.291667;.85;
2003-04-21;7.2;1007.254167;23.516667;26.720833;83.708333;.858333;
2003-04-22;1.8;1008.033333;23.433333;26.070833;86.333333;.925;
2003-04-23;23.6;1008.795833;23.379167;24.9875;91.208333;.766667;
2003-04-24;32;1008.958333;23.433333;25.2625;90.291667;.758333;
2003-04-25;25.8;1009.270833;23.6125;25.391667;90.5;.8;
2003-04-26;51.2;1011.2625;23.033333;24.675;90.875;1.004167;
2003-04-27;10;1010.904167;23.570833;25.779167;88.541667;.775;
2003-04-28;6.2;1010.208333;23.316667;26.25;85;.941667;
2003-04-29;0;1009.7625;23.354167;26.545833;83.708333;1.004167;
2003-04-30;9.2;1010.145833;23.779167;25.779167;89.416667;.466667;
2003-05-01;16.6;1010.770833;23.7125;25.6375;89.75;.691667;
2003-05-02;15.2;1010.3125;23.608333;25.545833;89.666667;.95;
2003-05-03;3;1009.854167;23.783333;26.358333;86.958333;.833333;
2003-05-04;6.2;1009.245833;24.0625;25.641667;91.375;.8625;
2003-05-05;20;1009.46087;22.908696;24.834783;89.521739;.791304;
2003-05-06;20.8;1009.270833;23.191667;25.483333;87.875;.6;
2003-05-07;0;1008.783333;23.191667;26.966667;81.541667;.7625;
2003-05-08;0;1009.2;22.729167;27.858333;75.541667;.820833;
2003-05-09;2.8;1010.35;23.541667;27.229167;81.208333;1.304167;
2003-05-10;.6;1009.95;23.254167;26.683333;82.75;.954167;
2003-05-11;27;1010.616667;23.3125;26.166667;85.458333;.858333;
2003-05-12;null;null;null;null;null;null;
2003-05-13;null;null;null;null;null;null;
2003-05-14;null;null;null;null;null;null;
2003-05-15;null;null;null;null;null;null;
2003-05-16;null;null;null;null;79.846154;null;
2003-05-17;null;null;null;null;81.375;null;
2003-05-18;null;null;null;null;79.923077;null;
2003-05-19;null;null;null;null;82.928571;null;
2003-05-20;null;null;null;null;83.6875;null;
2003-05-21;null;null;null;null;null;null;
2003-05-22;null;null;null;null;null;null;
2003-05-23;null;null;null;null;null;null;
2003-05-24;null;null;null;null;null;null;
2003-05-25;null;null;null;null;null;null;
2003-05-26;null;null;null;null;null;null;
2003-05-27;null;1010.620833;23.8;27.179167;82.916667;.95;
2003-05-28;4.4;1010.958333;23.541667;27.4;80.875;1.091667;
2003-05-29;4;1010.55;23.379167;26.908333;82.333333;.870833;
2003-05-30;null;null;null;null;75.461538;null;
2003-05-31;null;null;null;null;73.076923;null;
2003-06-01;null;null;null;null;null;null;
2003-06-02;null;null;null;null;null;null;
2003-06-03;null;null;null;null;null;null;
2003-06-04;null;null;null;null;null;null;
2003-06-05;null;null;null;null;79.666667;null;
2003-06-06;null;null;null;null;null;null;
2003-06-07;null;null;null;null;null;null;
2003-06-08;null;null;null;null;null;null;
2003-06-09;null;null;null;null;null;null;
2003-06-10;null;null;null;null;null;null;
2003-06-11;null;null;null;null;null;null;
2003-06-12;null;null;null;null;null;null;
2003-06-13;null;null;null;null;null;null;
2003-06-14;null;null;null;null;null;null;
2003-06-15;null;null;null;null;null;null;
2003-06-16;null;null;null;null;null;null;
2003-06-17;null;null;null;null;null;null;
2003-06-18;null;null;null;null;null;null;
2003-06-19;null;null;null;null;null;null;
2003-06-20;null;null;null;null;null;null;
2003-06-21;null;null;null;null;null;null;
2003-06-22;null;null;null;null;null;null;
2003-06-23;null;null;null;null;null;null;
2003-06-24;null;null;null;null;null;null;
2003-06-25;null;null;null;null;null;null;
2003-06-26;null;null;null;null;null;null;
2003-06-27;null;null;null;null;null;null;
2003-06-28;null;null;null;null;null;null;
2003-06-29;null;null;null;null;null;null;
2003-06-30;null;null;null;null;null;null;
2003-07-01;null;null;null;null;null;null;
2003-07-02;null;null;null;null;null;null;
2003-07-03;null;null;null;null;null;null;
2003-07-04;null;null;null;null;null;null;
2003-07-05;null;null;null;null;null;null;
2003-07-06;null;null;null;null;null;null;
2003-07-07;null;null;null;null;null;null;
2003-07-08;null;null;null;null;null;null;
2003-07-09;null;null;null;null;null;null;
2003-07-10;null;null;null;null;null;null;
2003-07-11;null;null;null;null;null;null;
2003-07-12;null;null;null;null;null;null;
2003-07-13;null;null;null;null;null;null;
2003-07-14;null;null;null;null;null;null;
2003-07-15;null;null;null;null;null;null;
2003-07-16;null;null;null;null;null;null;
2003-07-17;null;null;null;null;null;null;
2003-07-18;null;null;null;null;null;null;
2003-07-19;null;null;null;null;null;null;
2003-07-20;null;null;null;null;null;null;
2003-07-21;null;null;null;null;null;null;
2003-07-22;null;null;null;null;null;null;
2003-07-23;null;null;null;null;null;null;
2003-07-24;null;null;null;null;null;null;
2003-07-25;null;null;null;null;null;null;
2003-07-26;null;null;null;null;null;null;
2003-07-27;null;null;null;null;null;null;
2003-07-28;null;null;null;null;77.933333;null;
2003-07-29;null;null;null;null;null;null;
2003-07-30;null;null;null;null;null;null;
2003-07-31;null;null;null;null;null;null;
2003-08-01;null;null;null;null;null;null;
2003-08-02;null;null;null;null;null;null;
2003-08-03;null;null;null;null;null;null;
2003-08-04;null;null;null;null;null;null;
2003-08-05;null;null;null;null;null;null;
2003-08-06;null;null;null;null;null;null;
2003-08-07;null;null;null;null;null;null;
2003-08-08;null;null;null;null;null;null;
2003-08-09;null;null;null;null;null;null;
2003-08-10;null;null;null;null;null;null;
2003-08-11;null;null;null;null;null;null;
2003-08-12;null;null;null;null;null;null;
2003-08-13;null;null;null;null;null;null;
2003-08-14;null;null;null;null;70.833333;null;
2003-08-15;null;null;null;null;78.666667;null;
2003-08-16;null;null;null;null;72.214286;null;
2003-08-17;null;null;null;null;69.25;null;
2003-08-18;null;null;null;null;null;null;
2003-08-19;null;null;null;null;null;null;
2003-08-20;null;null;null;null;null;null;
2003-08-21;null;null;null;null;65;null;
2003-08-22;null;null;null;null;66.923077;null;
2003-08-23;null;null;null;null;67.692308;null;
2003-08-24;null;null;null;null;74.066667;null;
2003-08-25;null;null;null;null;74.75;null;
2003-08-26;null;1009.772222;23.344444;null;76.777778;1.555556;
2003-08-27;null;null;null;null;77.714286;null;
2003-08-28;null;null;null;null;73.375;null;
2003-08-29;null;null;null;null;77.875;null;
2003-08-30;null;1012.005556;22.85;null;82.111111;1.011111;
2003-08-31;null;null;null;null;76.466667;null;
2003-09-01;null;1012.221053;22.378947;null;79.684211;1.026316;
2003-09-02;6;1012.095652;22.526087;26.843478;78.695652;.982609;
2003-09-03;0;1012.0375;22.833333;26.795833;79.833333;.854167;
2003-09-04;1.6;1011.791667;22.833333;26.908333;79.708333;.983333;
2003-09-05;5.2;1011.691667;23.025;26.845833;81;1.1375;
2003-09-06;7;1010.229167;23.2125;26.554167;82.833333;.95;
2003-09-07;5.4;1009.841667;22.9;27.25;78.5;1.095833;
2003-09-08;0;1009.991667;22.479167;27.391667;75.625;1.208333;
2003-09-09;.2;1010.116667;22.695833;27.658333;75.75;1.445833;
2003-09-10;0;1010.029167;22.916667;27.091667;79.166667;1.104167;
2003-09-11;34.4;1009.825;22.85;26.620833;80.708333;1.2625;
2003-09-12;.6;1010.920833;22.625;25.791667;83.583333;.966667;
2003-09-13;3.4;1011.3875;22.758333;26.158333;82.708333;.729167;
2003-09-14;1.8;1011.15;22.829167;26.491667;81.5;.9125;
2003-09-15;6;1010.054167;22.845833;25.9625;84.166667;1.175;
2003-09-16;24.2;1009.966667;23.1625;25.704167;86.708333;.816667;
2003-09-17;21.2;1009.616667;22.920833;25.9625;84.291667;.9625;
2003-09-18;16.6;1009.0875;22.85;26.391667;82.166667;1.033333;
2003-09-19;10.4;1008.166667;23.158333;26.4875;82.916667;1.083333;
2003-09-20;17.4;1008.4375;22.716667;26.958333;78.541667;1.054167;
2003-09-21;1.8;1008.958333;21.908333;27.3125;73.916667;1.304167;
2003-09-22;0;1009.229167;22.35;27.266667;75.666667;1.479167;
2003-09-23;0;1009.154167;23.179167;26.754167;81.375;1.675;
2003-09-24;10;1008.654167;23.345833;26.891667;81.833333;1.266667;
2003-09-25;0;1008.533333;23.054167;26.75;80.916667;1.3;
2003-09-26;2.6;1008.141667;22.891667;26.45;81.958333;1.0625;
2003-09-27;28.6;1007.4;23.1125;26.820833;81.083333;1.245833;
2003-09-28;3.8;1008.4375;22.229167;27.204167;75.916667;1.3125;
2003-09-29;0;1008.6625;22.495833;27.370833;76.333333;1.308333;
2003-09-30;0;1009.016667;23.0125;27.116667;79.416667;1.333333;
2003-10-01;8.4;1008.379167;22.95;27.475;77.5;1.179167;
2003-10-02;0;1007.904167;22.979167;27.141667;78.5;1.054167;
2003-10-03;0;1008.308333;22.616667;27.2375;76.916667;1.029167;
2003-10-04;0;1008.55;22.4875;27.345833;76.041667;1.270833;
2003-10-05;1.2;1007.808333;22.520833;26.9625;77.5;1.4875;
2003-10-06;1;1007.5;22.954167;26.2;83.125;1.2;
2003-10-07;46;1008.45;22.866667;26.55;81.208333;1.033333;
2003-10-08;.4;1008.279167;22.8375;26.9625;78.916667;1.041667;
2003-10-09;3.4;1007.625;23.033333;27.083333;79.208333;1.170833;
2003-10-10;0;1007.529167;22.825;27;79;1.2875;
2003-10-11;6;1008.141667;22.7875;26.341667;81.666667;1.241667;
2003-10-12;9.6;1008.366667;23.258333;26.966667;81.208333;1.266667;
2003-10-13;.2;1008.6625;23.341667;27.408333;79.416667;1.041667;
2003-10-14;0;1008.7;23.304167;27.9375;76.916667;1.429167;
2003-10-15;0;1009.291667;23.0625;27.583333;77.375;1.216667;
2003-10-16;17.8;1008.966667;23.470833;26.929167;82.458333;.958333;
2003-10-17;.4;1008.370833;23.658333;26.220833;86.083333;.983333;
2003-10-18;32.6;1008.770833;22.3125;26.916667;77.208333;.9625;
2003-10-19;0;1008.666667;22.583333;27.070833;77.458333;1.079167;
2003-10-20;0;1008.691667;23.079167;27.279167;78.5;1.145833;
2003-10-21;3.4;1007.916667;22.908333;27.191667;78.375;1.466667;
2003-10-22;0;1008.179167;22.766667;26.466667;80.791667;1.016667;
2003-10-23;9.4;1009.325;22.8125;26.545833;81.125;1.25;
2003-10-24;6;1009.966667;21.508333;27.666667;71.208333;1.5125;
2003-10-25;0;1009.191667;22.504167;27.108333;77.041667;1.65;
2003-10-26;0;1007.341667;23.429167;26.904167;81.791667;1.3875;
2003-10-27;9.8;1006.875;22.816667;26.045833;83.125;1.020833;
2003-10-28;11.8;1007.479167;23.075;26.608333;81.958333;1.120833;
2003-10-29;3.2;1007.766667;22.9375;26.4375;81.875;.895833;
2003-10-30;9.4;1007.566667;22.604167;27.066667;77.5;1.308333;
2003-10-31;0;1007.483333;22.6375;26.966667;78.208333;1.575;
2003-11-01;1.8;1007.741667;23.208333;27.333333;78.958333;1.295833;
2003-11-02;0;1007.308333;22.816667;27.4375;77.125;1.283333;
2003-11-03;.2;1007.1875;22.104167;27.191667;75.083333;1.358333;
2003-11-04;0;1008.004167;22.558333;27.258333;76.041667;1.483333;
2003-11-05;4.8;1009.104167;22.579167;26.966667;77.875;1.370833;
2003-11-06;.8;1008.05;22.4875;28.304167;72.5;1.325;
2003-11-07;0;1006.8125;23.291667;27.791667;77.833333;1.120833;
2003-11-08;13.4;1007.308333;22.954167;26.9375;79.75;1.158333;
2003-11-09;11.8;1007.625;22.6625;27.266667;77.375;1.475;
2003-11-10;.6;1007.8125;23.104167;27.470833;78.208333;1.179167;
2003-11-11;0;1007.333333;22.666667;27.391667;76.708333;1.379167;
2003-11-12;0;1007.754167;23.620833;26.895833;82.833333;1.116667;
2003-11-13;25.4;1008.833333;22.4125;27.758333;74.541667;1.2125;
2003-11-14;0;1008.45;21.820833;26.929167;75;1.395833;
2003-11-15;0;1008.141667;22.1125;27.079167;75.5;1.483333;
2003-11-16;0;1008.004167;23.345833;26.95;81.25;1.216667;
2003-11-17;12.2;1007.433333;23.479167;27.495833;79.666667;1.358333;
2003-11-18;1.2;1007.220833;23.195833;26.725;81.625;1.245833;
2003-11-19;1.8;1006.908333;23.2625;27.245833;79.375;1.3125;
2003-11-20;.6;1007.179167;23.441667;27.141667;81.083333;1.108333;
2003-11-21;20.2;1007.108333;23.05;27.654167;76.958333;1.2125;
2003-11-22;0;1007.045833;23.4375;26.295833;85;1.033333;
2003-11-23;30.6;1006.85;23.391667;26.925;82.083333;1.0875;
2003-11-24;11.6;1006.925;23.441667;26.858333;82.291667;1.05;
2003-11-25;15.6;1007.904167;23.308333;27.6;78.333333;1.133333;
2003-11-26;.2;1007.920833;23.204167;27.270833;79.416667;.970833;
2003-11-27;23.2;1006.929167;22.258333;27.8625;73.375;1.333333;
2003-11-28;0;1006.241667;22.829167;26.845833;79.666667;1.441667;
2003-11-29;17.6;1006.025;22.970833;27.429167;77.625;1.6;
2003-11-30;0;1006.554167;22.958333;27.779167;76;1.716667;
2003-12-01;0;1006.854167;23.083333;27.2875;79.25;1.1625;
2003-12-02;22;1006.416667;23.079167;27.395833;78.25;1.375;
2003-12-03;.4;1006.629167;22.820833;27.541667;76.458333;1.408333;
2003-12-04;0;1007.133333;23;27.391667;78.125;1.3375;
2003-12-05;.2;1007.245833;23.170833;27.570833;78.125;1.295833;
2003-12-06;4.6;1007.5875;23.183333;27.483333;78.333333;1.466667;
2003-12-07;0;1008.804167;22.866667;27.483333;77.125;1.554167;
2003-12-08;0;1008.8;23.1875;27.3125;79.166667;1.354167;
2003-12-09;.2;1009.358333;23.1875;27.320833;79.333333;1.108333;
2003-12-10;7.6;1008.458333;22.4625;27.995833;73.458333;1.391667;
2003-12-11;0;1008.55;22.65;27.995833;74.375;1.4375;
2003-12-12;0;1008.458333;22.754167;26.095833;82.708333;1.145833;
2003-12-13;25.2;1007.95;22.820833;25.2375;87.208333;.670833;
2003-12-14;.4;1008.275;22.675;25.1;87.291667;.670833;
2003-12-15;15.2;1008.6375;23.5;25.995833;87.083333;.666667;
2003-12-16;14.6;1009.0875;22.858333;27.516667;77.458333;1.1875;
2003-12-17;0;1008.475;22.979167;26.479167;82.166667;1.166667;
2003-12-18;20;1008.845833;22.7625;26.275;82.166667;1.129167;
2003-12-19;4.8;1010.1125;23.1375;25.766667;86;.845833;
2003-12-20;8.6;1010.45;23.204167;25.916667;85.708333;.745833;
2003-12-21;null;null;null;null;null;null;
2003-12-22;null;null;null;null;null;null;
2003-12-23;null;null;null;null;null;null;
2003-12-24;null;null;null;null;null;null;
2003-12-25;null;1008.316667;23.75;26.770833;84.416667;1.020833;
2003-12-26;null;null;null;null;null;null;
2003-12-27;null;1007.0625;23.283333;25.820833;86.541667;1.104167;
2003-12-28;null;null;null;null;null;null;
2003-12-29;null;null;null;null;null;null;
2003-12-30;null;null;null;null;null;null;
2003-12-31;null;null;null;null;null;null;
2004-01-01;null;1008.55;23.6625;26.933333;82.916667;1.0375;
2004-01-02;6.4;1007.645833;23.6;27.108333;82.208333;1.325;
2004-01-03;0;1006.941667;23.891667;27.195833;82.708333;1.170833;
2004-01-04;1;1005.520833;23.6875;27.2625;81.5;1.195833;
2004-01-05;.2;1005.933333;23.916667;27.4375;81.875;.904167;
2004-01-06;1.6;1006.275;23.6375;27.954167;78.5;1.4625;
2004-01-07;0;1006.791667;23.495833;27.6375;79.375;1.525;
2004-01-08;4.2;1007.208333;23.866667;27.291667;82.208333;1.283333;
2004-01-09;20.8;1007.254167;23.9375;27.066667;83.666667;1.45;
2004-01-10;.8;1006.7625;23.820833;27.604167;80.666667;1.654167;
2004-01-11;1;1008.133333;23.825;26.570833;85.416667;.9125;
2004-01-12;25;1009.316667;24.304167;26.820833;86.666667;1.145833;
2004-01-13;.2;1008.608333;23.8875;25.958333;88.625;.9875;
2004-01-14;39.6;1008.8125;23.758333;25.920833;88.083333;.9875;
2004-01-15;.2;1007.566667;23.679167;26.245833;86.458333;.858333;
2004-01-16;13.4;1006.791667;23.708333;25.720833;89;1.2375;
2004-01-17;68;1008.925;22.866667;24.7375;89.833333;1.1375;
2004-01-18;6;1009.365217;22.252174;25.608696;82.73913;.8;
2004-01-19;.8;1008.825;23.0375;26.641667;81.166667;1.970833;
2004-01-20;0;1008.254167;23.383333;26.075;85.541667;1.041667;
2004-01-21;47.2;1008.145833;23.666667;26.166667;86.875;.929167;
2004-01-22;21.8;1007.708333;23.254167;25.629167;87.041667;1.558333;
2004-01-23;12.8;1008.05;22.779167;26.204167;81.916667;1.795833;
2004-01-24;21.6;1009.775;22.420833;25.2625;85;1.120833;
2004-01-25;.4;1009.004167;22.625;26.179167;81.916667;1.275;
2004-01-26;19.8;1008.870833;22.0625;26.916667;76.5;1.75;
2004-01-27;0;1009.279167;22.104167;26.925;76.416667;1.691667;
2004-01-28;0;1009.508333;22.683333;27.216667;76.958333;2.004167;
2004-01-29;6.4;1009.0375;22.991667;25.620833;86.041667;1.0875;
2004-01-30;45.2;1010.025;22.466667;24.291667;89.75;.904167;
2004-01-31;10.8;1009.645833;22.566667;25.316667;85.208333;.904167;
2004-02-01;0;1010.070833;22.85;25.416667;86;1.045833;
2004-02-02;9.6;1009.154167;23.391667;25.8625;86.708333;1.054167;
2004-02-03;11.8;1008.041667;23.470833;25.195833;90.375;.679167;
2004-02-04;55.2;1009.05;22.770833;24.420833;90.708333;1.054167;
2004-02-05;38.6;1009.275;22.454167;24.3;89.833333;.933333;
2004-02-06;44;1008.341667;23.35;24.7875;91.958333;.691667;
2004-02-07;48.6;1008.754167;22.991667;24.458333;91.75;1.179167;
2004-02-08;29;1009.658333;22.8625;24.925;88.75;.845833;
2004-02-09;5.6;1010.6;22.5125;25.116667;85.875;.745833;
2004-02-10;5.6;1008.733333;22.958333;25.279167;87.75;.816667;
2004-02-11;56.4;1008.716667;23.295833;25.8;86.541667;1.0375;
2004-02-12;4;1009.516667;23.3125;25.458333;88.458333;.65;
2004-02-13;12.6;1009.5875;23.504167;25.75;88;.8875;
2004-02-14;23.2;1009.5375;23.616667;25.320833;90.5;.991667;
2004-02-15;49.2;1009.4875;22.679167;23.920833;92.916667;.333333;
2004-02-16;20.8;1009.6625;22.575;24.925;87.5;.979167;
2004-02-17;2.8;1010.183333;22.929167;25.833333;85.041667;.9;
2004-02-18;30.2;1009.504167;23.608333;25.845833;87.958333;.904167;
2004-02-19;16.6;1008.583333;23.5625;25.608333;88.791667;1.020833;
2004-02-20;9.2;1008.375;23.616667;24.958333;92.416667;.558333;
2004-02-21;5.8;1008.741667;23.6;25.558333;89.333333;.808333;
2004-02-22;10.2;1010.2625;23.3125;25.0125;90.583333;.775;
2004-02-23;24;1010.7625;23.216667;25.141667;89.416667;.966667;
2004-02-24;19.8;1009.35;23.3375;25.283333;89.416667;.566667;
2004-02-25;16;1008.654167;23.379167;25.7875;87.333333;.920833;
2004-02-26;16.2;1010.795833;23.470833;24.9125;91.916667;.7125;
2004-02-27;20.2;1010.654167;22.695833;24.708333;89;.720833;
2004-02-28;7;1008.504348;22.969565;25.282609;88.043478;.83913;
2004-02-29;48.8;1008.3125;23.5875;25.45;89.916667;1.195833;
2004-03-01;24.8;1009.25;23.775;25.633333;89.958333;.8375;
2004-03-02;3.4;1009.366667;23.333333;26.8125;82.625;1.0375;
2004-03-03;4.6;1008.7;23.404167;26.8125;82.541667;1.383333;
2004-03-04;.2;1008.491667;23.433333;26.608333;83.541667;1.058333;
2004-03-05;8.6;1008.979167;23.6375;25.65;89;.904167;
2004-03-06;31;1009.325;23.675;25.725;88.958333;.9;
2004-03-07;18.4;1009.908333;23.35;25.216667;89.75;.841667;
2004-03-08;2.8;1009.9875;23.3;26.1875;85.208333;.879167;
2004-03-09;8.8;1010.716667;22.920833;25.116667;88.083333;1.045833;
2004-03-10;14.2;1011.033333;23.229167;25.554167;87.541667;.795833;
2004-03-11;.4;1009.408333;23.445833;25.8125;87.375;.658333;
2004-03-12;21.4;1008.2875;23.266667;25.291667;89.125;.95;
2004-03-13;41.2;1008.266667;23.545833;25.520833;89.208333;.854167;
2004-03-14;16.8;1008.991667;23.85;25.604167;90.333333;.620833;
2004-03-15;35;1008.520833;23.1625;25.658333;86.75;.808333;
2004-03-16;1.4;1007.545833;23.229167;25.629167;87.375;.804167;
2004-03-17;41.8;1007.308333;23.195833;24.908333;90.5;.841667;
2004-03-18;65.6;1007.8125;23.166667;24.35;93.083333;.733333;
2004-03-19;16.8;1007.633333;23.283333;25.225;89.625;.4625;
2004-03-20;27.6;1007.195833;23.3875;25.858333;87.166667;.895833;
2004-03-21;1.8;1006.783333;23.445833;25.416667;89.208333;.670833;
2004-03-22;12.2;1007.1375;23.525;25.8125;87.833333;1.0375;
2004-03-23;28.6;1008.354167;23.354167;24.975;90.833333;.620833;
2004-03-24;13.8;1008.341667;23.779167;25.379167;91;.770833;
2004-03-25;4.2;1007.741667;23.55;25.625;88.875;.854167;
2004-03-26;43.4;1007.333333;23.283333;24.970833;90.875;.5375;
2004-03-27;28;1006.6125;23.375;24.7625;92.083333;.595833;
2004-03-28;35;1007.2875;23.125;24.85;90.375;.541667;
2004-03-29;22.4;1008.975;23.775;25.325;91.25;.604167;
2004-03-30;.2;1010.2875;23.483333;25.441667;89.583333;.733333;
2004-03-31;31.4;1010.3875;23.354167;26.4;84.208333;1.008333;
2004-04-01;0;1010.058333;23.583333;26.166667;86.541667;.8875;
