ano_campeonato,data,horario,rodada,estadio,arbitro,publico,publico_max,time_man,time_vis,tecnico_man,tecnico_vis,colocacao_man,colocacao_vis,valor_equipe_titular_man,valor_equipe_titular_vis,idade_media_titular_man,idade_media_titular_vis,gols_man,gols_vis,gols_1_tempo_man,gols_1_tempo_vis,escanteios_man,escanteios_vis,faltas_man,faltas_vis,chutes_bola_parada_man,chutes_bola_parada_vis,defesas_man,defesas_vis,impedimentos_man,impedimentos_vis,chutes_man,chutes_vis,chutes_fora_man,chutes_fora_vis
2003,2003-04-19,11:00,5,Estádio Jornalista Mário Filho,,,,Flamengo,Santos FC,,,,,,,,,0,2,,,,,,,,,,,,,,,,
2003,2003-04-20,09:00,5,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Vasco da Gama,,,,,,,,,3,1,,,,,,,,,,,,,,,,
2003,2003-04-20,09:00,5,Estádio Beira-Rio,,,,Internacional,Corinthians,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-04-20,09:00,5,Estádio Heriberto Hülse,,,,Criciúma EC,Guarani,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-04-20,09:00,5,Estádio Alfredo Jaconi,,,,Juventude,EC Vitória,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-04-20,09:00,5,Estádio Governador Plácido Castelo,,,,Fortaleza,Atlético-PR,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-04-20,09:00,5,Estádio Moisés Lucarelli,,,,Ponte Preta,Paysandu SC,,,,,,,,,4,4,,,,,,,,,,,,,,,,
2003,2003-04-20,11:00,5,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Goiás EC,,,,,,,,,4,1,,,,,,,,,,,,,,,,
2003,2003-04-20,11:00,5,Estádio Jornalista Mário Filho,,,,Fluminense,Paraná,,,,,,,,,0,0,,,,,,,,,,,,,,,,
2003,2003-04-22,01:30,5,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Figueirense FC,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-04-26,09:00,6,Estádio Raimundo Sampaio,,,,Atlético-MG,Coritiba FC,,,,,,,,,1,2,,,,,,,,,,,,,,,,
2003,2003-04-26,09:00,6,Estádio Durival Britto e Silva,,,,Paraná,EC Bahia,,,,,,,,,3,1,,,,,,,,,,,,,,,,
2003,2003-04-26,09:00,6,Estádio Manoel Barradas,,,,EC Vitória,Internacional,,,,,,,,,0,3,,,,,,,,,,,,,,,,
2003,2003-04-26,11:00,6,Estádio Brinco de Ouro da Princesa,,,,Guarani,Cruzeiro,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-04-27,09:00,6,Neo Química Arena,,,,Corinthians,Flamengo,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-04-27,09:00,6,Estádio de Hailé Pinheiro,,,,Goiás EC,Juventude,,,,,,,,,7,0,,,,,,,,,,,,,,,,
2003,2003-04-27,09:00,6,Estádio Orlando Scarpelli,,,,Figueirense FC,Ponte Preta,,,,,,,,,0,0,,,,,,,,,,,,,,,,
2003,2003-04-27,09:00,6,Estádio Urbano Caldeira,,,,Santos FC,Fortaleza,,,,,,,,,4,0,,,,,,,,,,,,,,,,
2003,2003-04-27,09:00,6,Arena do Grêmio,,,,Grêmio,Fluminense,,,,,,,,,0,1,,,,,,,,,,,,,,,,
2003,2003-04-27,09:00,6,Arena da Baixada,,,,Atlético-PR,Criciúma EC,,,,,,,,,4,2,,,,,,,,,,,,,,,,
2003,2003-04-27,11:00,6,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,São Paulo,,,,,,,,,5,2,,,,,,,,,,,,,,,,
2003,2003-04-27,11:00,6,Estádio São Januário,,,,Vasco da Gama,São Caetano,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-05-03,09:00,7,Estádio Jornalista Mário Filho,,,,Flamengo,EC Vitória,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-03,09:00,7,Arena Fonte Nova,,,,EC Bahia,Grêmio,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-03,11:00,7,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Atlético-PR,,,,,,,,,5,2,,,,,,,,,,,,,,,,
2003,2003-05-04,09:00,7,Estádio Governador Plácido Castelo,,,,Fortaleza,Corinthians,,,,,,,,,1,2,,,,,,,,,,,,,,,,
2003,2003-05-04,09:00,7,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Figueirense FC,,,,,,,,,3,2,,,,,,,,,,,,,,,,
2003,2003-05-04,09:00,7,Estádio Municipal Anacleto Campanella,,,,São Caetano,Paysandu SC,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-05-04,09:00,7,Estádio Beira-Rio,,,,Internacional,Goiás EC,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-04,09:00,7,Estádio Moisés Lucarelli,,,,Ponte Preta,Atlético-MG,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-04,09:00,7,Estádio Alfredo Jaconi,,,,Juventude,Guarani,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-04,09:00,7,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Paraná,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-04,11:00,7,Estádio Heriberto Hülse,,,,Criciúma EC,Santos FC,,,,,,,,,1,3,,,,,,,,,,,,,,,,
2003,2003-05-04,11:00,7,Estádio Jornalista Mário Filho,,,,Fluminense,Vasco da Gama,,,,,,,,,0,0,,,,,,,,,,,,,,,,
2003,2003-05-10,09:00,8,Estádio de Hailé Pinheiro,,,,Goiás EC,Flamengo,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-10,09:00,8,Estádio Urbano Caldeira,,,,Santos FC,Cruzeiro,,,,,,,,,0,2,,,,,,,,,,,,,,,,
2003,2003-05-10,09:00,8,Estádio Durival Britto e Silva,,,,Paraná,Ponte Preta,,,,,,,,,3,2,,,,,,,,,,,,,,,,
2003,2003-05-10,11:00,8,Neo Química Arena,,,,Corinthians,Criciúma EC,,,,,,,,,3,0,,,,,,,,,,,,,,,,
2003,2003-05-11,09:00,8,Estádio Manoel Barradas,,,,EC Vitória,Fortaleza,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-11,09:00,8,Estádio Brinco de Ouro da Princesa,,,,Guarani,Internacional,,,,,,,,,3,0,,,,,,,,,,,,,,,,
2003,2003-05-11,09:00,8,Arena da Baixada,,,,Atlético-PR,Juventude,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-05-11,09:00,8,Estádio Orlando Scarpelli,,,,Figueirense FC,São Caetano,,,,,,,,,3,0,,,,,,,,,,,,,,,,
2003,2003-05-11,09:00,8,Estádio São Januário,,,,Vasco da Gama,EC Bahia,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-11,09:00,8,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Fluminense,,,,,,,,,2,2,,,,,,,,,,,,,,,,
2003,2003-05-11,09:00,8,Estádio Raimundo Sampaio,,,,Atlético-MG,São Paulo,,,,,,,,,2,2,,,,,,,,,,,,,,,,
2003,2003-05-11,11:00,8,Arena do Grêmio,,,,Grêmio,Coritiba FC,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-05-17,09:00,9,Estádio Jornalista Mário Filho,,,,Fluminense,Figueirense FC,,,,,,,,,3,0,,,,,,,,,,,,,,,,
2003,2003-05-17,09:00,9,Estádio Municipal Anacleto Campanella,,,,São Caetano,Atlético-MG,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-05-17,11:00,9,Estádio Alfredo Jaconi,,,,Juventude,Santos FC,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-18,09:00,9,Arena Fonte Nova,,,,EC Bahia,Paysandu SC,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-05-18,09:00,9,Estádio Beira-Rio,,,,Internacional,Atlético-PR,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-18,09:00,9,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Vasco da Gama,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-18,09:00,9,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Corinthians,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-18,09:00,9,Estádio Governador Plácido Castelo,,,,Fortaleza,Goiás EC,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-05-18,09:00,9,Estádio Moisés Lucarelli,,,,Ponte Preta,Grêmio,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-18,09:00,9,Estádio Heriberto Hülse,,,,Criciúma EC,EC Vitória,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-18,11:00,9,Estádio Jornalista Mário Filho,,,,Flamengo,Guarani,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-18,11:00,9,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Paraná,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-05-24,09:00,10,Estádio Raimundo Sampaio,,,,Atlético-MG,Fluminense,,,,,,,,,3,0,,,,,,,,,,,,,,,,
2003,2003-05-24,09:00,10,Estádio Durival Britto e Silva,,,,Paraná,São Caetano,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-05-24,09:00,10,Neo Química Arena,,,,Corinthians,Juventude,,,,,,,,,3,0,,,,,,,,,,,,,,,,
2003,2003-05-24,11:00,10,Estádio São Januário,,,,Vasco da Gama,Ponte Preta,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-05-25,09:00,10,Arena da Baixada,,,,Atlético-PR,Flamengo,,,,,,,,,4,1,,,,,,,,,,,,,,,,
2003,2003-05-25,09:00,10,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Coritiba FC,,,,,,,,,1,3,,,,,,,,,,,,,,,,
2003,2003-05-25,09:00,10,Estádio de Hailé Pinheiro,,,,Goiás EC,Criciúma EC,,,,,,,,,0,2,,,,,,,,,,,,,,,,
2003,2003-05-25,09:00,10,Arena do Grêmio,,,,Grêmio,São Paulo,,,,,,,,,1,2,,,,,,,,,,,,,,,,
2003,2003-05-25,09:00,10,Estádio Brinco de Ouro da Princesa,,,,Guarani,Fortaleza,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-25,09:00,10,Estádio Orlando Scarpelli,,,,Figueirense FC,EC Bahia,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-05-25,11:00,10,Estádio Manoel Barradas,,,,EC Vitória,Cruzeiro,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-25,11:00,10,Estádio Urbano Caldeira,,,,Santos FC,Internacional,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-31,09:00,11,Estádio Jornalista Mário Filho,,,,Fluminense,Atlético-PR,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-05-31,09:00,11,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Criciúma EC,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-05-31,09:00,11,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Guarani,,,,,,,,,3,2,,,,,,,,,,,,,,,,
2003,2003-05-31,09:00,11,Estádio Moisés Lucarelli,,,,Ponte Preta,São Caetano,,,,,,,,,0,0,,,,,,,,,,,,,,,,
2003,2003-05-31,11:00,11,Estádio Beira-Rio,,,,Internacional,Paysandu SC,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-06-01,09:00,11,Estádio Durival Britto e Silva,,,,Paraná,Flamengo,,,,,,,,,6,2,,,,,,,,,,,,,,,,
2003,2003-06-01,09:00,11,Arena Fonte Nova,,,,EC Bahia,Goiás EC,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-06-01,09:00,11,Estádio Governador Plácido Castelo,,,,Fortaleza,Juventude,,,,,,,,,3,1,,,,,,,,,,,,,,,,
2003,2003-06-01,09:00,11,Estádio Orlando Scarpelli,,,,Figueirense FC,Grêmio,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-06-01,09:00,11,Estádio Urbano Caldeira,,,,Santos FC,São Paulo,,,,,,,,,3,2,,,,,,,,,,,,,,,,
2003,2003-06-01,11:00,11,Neo Química Arena,,,,Corinthians,EC Vitória,,,,,,,,,4,0,,,,,,,,,,,,,,,,
2003,2003-06-01,11:00,11,Estádio São Januário,,,,Vasco da Gama,Atlético-MG,,,,,,,,,2,2,,,,,,,,,,,,,,,,
2003,2003-04-19,01:30,12,Estádio Jornalista Mário Filho,,,,Flamengo,Cruzeiro,,,,,,,,,3,0,,,,,,,,,,,,,,,,
2003,2003-06-07,09:00,12,Estádio Manoel Barradas,,,,EC Vitória,Fluminense,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-06-07,09:00,12,Estádio Brinco de Ouro da Princesa,,,,Guarani,Santos FC,,,,,,,,,1,2,,,,,,,,,,,,,,,,
2003,2003-06-07,09:00,12,Arena do Grêmio,,,,Grêmio,Fortaleza,,,,,,,,,3,1,,,,,,,,,,,,,,,,
2003,2003-06-07,11:00,12,Estádio Raimundo Sampaio,,,,Atlético-MG,Figueirense FC,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2003,2003-06-08,09:00,12,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Paraná,,,,,,,,,3,0,,,,,,,,,,,,,,,,
2003,2003-06-08,09:00,12,Estádio Alfredo Jaconi,,,,Juventude,Vasco da Gama,,,,,,,,,0,0,,,,,,,,,,,,,,,,
2003,2003-06-08,09:00,12,Arena da Baixada,,,,Atlético-PR,Ponte Preta,,,,,,,,,4,2,,,,,,,,,,,,,,,,
2003,2003-06-08,09:00,12,Estádio de Hailé Pinheiro,,,,Goiás EC,Coritiba FC,,,,,,,,,1,2,,,,,,,,,,,,,,,,
2003,2003-06-08,09:00,12,Estádio Municipal Anacleto Campanella,,,,São Caetano,Corinthians,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-06-08,11:00,12,Estádio Heriberto Hülse,,,,Criciúma EC,Internacional,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-06-08,11:00,12,Estádio Cícero Pompeu de Toledo,,,,São Paulo,EC Bahia,,,,,,,,,2,2,,,,,,,,,,,,,,,,
2003,2003-06-14,09:00,13,Estádio Jornalista Mário Filho,,,,Fluminense,Goiás EC,,,,,,,,,2,3,,,,,,,,,,,,,,,,
2003,2003-06-14,09:00,13,Estádio Moisés Lucarelli,,,,Ponte Preta,Guarani,,,,,,,,,0,2,,,,,,,,,,,,,,,,
2003,2003-06-14,11:00,13,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Atlético-PR,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-06-15,09:00,13,Neo Química Arena,,,,Corinthians,São Paulo,,,,,,,,,1,2,,,,,,,,,,,,,,,,
2003,2003-06-15,09:00,13,Estádio Governador Plácido Castelo,,,,Fortaleza,Paysandu SC,,,,,,,,,1,2,,,,,,,,,,,,,,,,
2003,2003-06-15,09:00,13,Estádio Durival Britto e Silva,,,,Paraná,Juventude,,,,,,,,,1,2,,,,,,,,,,,,,,,,
2003,2003-06-15,09:00,13,Arena do Grêmio,,,,Grêmio,Internacional,,,,,,,,,0,0,,,,,,,,,,,,,,,,
2003,2003-06-15,09:00,13,Estádio Urbano Caldeira,,,,Santos FC,São Caetano,,,,,,,,,0,1,,,,,,,,,,,,,,,,
2003,2003-06-15,09:00,13,Estádio Heriberto Hülse,,,,Criciúma EC,Figueirense FC,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-06-15,09:00,13,Arena Fonte Nova,,,,EC Bahia,EC Vitória,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-06-15,11:00,13,Estádio São Januário,,,,Vasco da Gama,Flamengo,,,,,,,,,1,2,,,,,,,,,,,,,,,,
2003,2003-06-15,11:00,13,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Atlético-MG,,,,,,,,,0,0,,,,,,,,,,,,,,,,
2003,2003-06-19,09:00,14,Arena Fonte Nova,,,,EC Bahia,Coritiba FC,,,,,,,,,2,2,,,,,,,,,,,,,,,,
2003,2003-06-21,09:00,14,Estádio São Januário,,,,Vasco da Gama,Criciúma EC,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-06-21,09:00,14,Estádio Raimundo Sampaio,,,,Atlético-MG,Grêmio,,,,,,,,,3,2,,,,,,,,,,,,,,,,
2003,2003-06-21,09:00,14,Estádio Beira-Rio,,,,Internacional,Paraná,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-06-21,11:00,14,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Goiás EC,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-06-22,09:00,14,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Flamengo,,,,,,,,,2,2,,,,,,,,,,,,,,,,
2003,2003-06-22,09:00,14,Estádio Moisés Lucarelli,,,,Ponte Preta,Corinthians,,,,,,,,,3,3,,,,,,,,,,,,,,,,
2003,2003-06-22,09:00,14,Estádio Municipal Anacleto Campanella,,,,São Caetano,EC Vitória,,,,,,,,,2,1,,,,,,,,,,,,,,,,
2003,2003-06-22,09:00,14,Estádio Orlando Scarpelli,,,,Figueirense FC,Fortaleza,,,,,,,,,2,2,,,,,,,,,,,,,,,,
2003,2003-06-22,11:00,14,Estádio Alfredo Jaconi,,,,Juventude,Cruzeiro,,,,,,,,,0,1,,,,,,,,,,,,,,,,
2003,2003-06-22,11:00,14,Estádio Jornalista Mário Filho,,,,Fluminense,Guarani,,,,,,,,,5,2,,,,,,,,,,,,,,,,
2003,2003-07-31,01:30,14,Arena da Baixada,,,,Atlético-PR,Santos FC,,,,,,,,,0,2,,,,,,,,,,,,,,,,
2003,2003-06-28,09:00,15,Estádio Governador Plácido Castelo,,,,Fortaleza,Vasco da Gama,,,,,,,,,0,1,,,,,,,,,,,,,,,,
2003,2003-06-28,09:00,15,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,São Caetano,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-06-28,09:00,15,Arena do Grêmio,,,,Grêmio,Juventude,,,,,,,,,1,4,,,,,,,,,,,,,,,,
2003,2003-06-28,09:00,15,Estádio Urbano Caldeira,,,,Santos FC,EC Bahia,,,,,,,,,4,0,,,,,,,,,,,,,,,,
2003,2003-06-28,11:00,15,Estádio Jornalista Mário Filho,,,,Flamengo,Figueirense FC,,,,,,,,,0,2,,,,,,,,,,,,,,,,
2003,2003-06-29,09:00,15,Neo Química Arena,,,,Corinthians,Fluminense,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-06-29,09:00,15,Estádio Brinco de Ouro da Princesa,,,,Guarani,São Paulo,,,,,,,,,0,1,,,,,,,,,,,,,,,,
2003,2003-06-29,09:00,15,Estádio Heriberto Hülse,,,,Criciúma EC,Paysandu SC,,,,,,,,,2,0,,,,,,,,,,,,,,,,
2003,2003-06-29,09:00,15,Estádio Manoel Barradas,,,,EC Vitória,Atlético-PR,,,,,,,,,1,0,,,,,,,,,,,,,,,,
2003,2003-06-29,11:00,15,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Internacional,,,,,,,,,3,2,,,,,,,,,,,,,,,,
